FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1014,Non Profit Corp.,Comparable,,714-962-4677,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,MARCIA MANKER,218 ,218 ,144 ,660 ,860 ,54 ,341 ,0 ,0 ,19 ,"1,002 ",15 ,36 ,"2,987 ",0 ,"3,228 ","3,424 ",411 ,"1,353 ",0 ,0 ,41 ,"3,038 ",57 ,199 ,"11,751 ",0 ,"3,719 ","5,971 ",363 ,"2,821 ",0 ,0 ,261 ,"10,347 ",179 ,259 ,"23,920 ","55,663,170 ","66,710,597 ","5,992,917 ","22,792,993 ",0 ,0 ,"973,826 ","56,887,831 ","650,765 ","2,290,311 ","211,962,410 ","22,272,211 ","28,172,906 ","857,001 ","7,253,684 ",0 ,0 ,"1,385,564 ","47,163,711 ","680,695 ","1,254,195 ","109,039,967 ","1,865,125 ","65,351,146 ","83,965,453 ","5,237,177 ","8,499,247 ",0 ,0 ,0 ,"1,717,718 ","62,484,045 ",0 ,"1,657,147 ",0 ,0 ,0 ,"2,195,549 ","232,972,607 ","9,286,217 ",0 ,0 ,0 ,"9,286,217 ","12,220,921 ","19,765,922 ","1,611,676 ","21,411,611 ",0 ,0 ,"631,143 ","40,773,946 ","30,657 ","870,111 ","97,315,987 ","534,281 ","86,207,053 ",0 ,"795,882 ",0 ,0 ,0 ,0 ,"3,526,625 ","139,351,991 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,,949-837-4500,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,MARCIA MANKER,250 ,250 ,140 ,771 ,965 ,59 ,143 ,0 ,0 ,77 ,"1,083 ",20 ,13 ,"3,131 ",0 ,"3,002 ","3,611 ",285 ,584 ,0 ,0 ,205 ,"3,625 ",95 ,17 ,"11,424 ",0 ,"20,348 ","9,899 ",657 ,"2,698 ",0 ,0 ,"1,143 ","19,245 ",274 ,795 ,"55,059 ","56,399,560 ","71,351,904 ","3,800,170 ","9,870,214 ",0 ,0 ,"1,891,619 ","60,189,036 ","1,360,285 ","208,629 ","205,071,417 ","36,930,040 ","38,647,460 ","1,145,149 ","6,689,181 ",0 ,0 ,"1,577,748 ","51,359,490 ","948,594 ","704,357 ","138,002,019 ","1,381,441 ","76,298,700 ","97,169,787 ","3,156,816 ","5,824,029 ",0 ,0 ,0 ,"2,576,658 ","63,360,267 ",0 ,"2,635,723 ",(207),0 ,0 ,"523,287 ","252,926,501 ","7,526,215 ",0 ,0 ,0 ,"7,526,215 ","16,690,531 ","19,950,993 ","1,670,404 ","10,677,175 ",0 ,0 ,"880,091 ","47,544,535 ","74,312 ","185,109 ","97,673,150 ","521,999 ","88,676,305 ",0 ,"456,680 ",0 ,0 ,0 ,0 ,"2,081,226 ","96,792,571 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106231013,MENDOCINO COAST DISTRICT HOSPITAL,20191,01/01/2019,03/31/2019,Open,Mendocino,01 - Northern California,0111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,MICHAEL ELLIS,25 ,25 ,17 ,130 ,0 ,5 ,47 ,0 ,0 ,32 ,0 ,0 ,2 ,216 ,34 ,489 ,0 ,14 ,155 ,0 ,0 ,100 ,0 ,0 ,6 ,764 ,409 ,"7,163 ",0 ,192 ,"2,528 ",0 ,0 ,"2,669 ",0 ,0 ,217 ,"12,769 ","4,671,362 ",0 ,"97,958 ","1,816,387 ",0 ,0 ,"1,013,944 ",0 ,0 ,"18,839 ","7,618,490 ","14,381,146 ",0 ,"298,662 ","4,502,435 ",0 ,0 ,"3,946,519 ",0 ,0 ,"208,807 ","23,337,569 ","222,951 ","9,962,958 ",0 ,"225,652 ","4,392,484 ",0 ,0 ,0 ,"2,027,422 ",0 ,0 ,"129,679 ",0 ,0 ,0 ,0 ,"16,961,146 ",0 ,0 ,0 ,0 ,0 ,"9,089,550 ",0 ,"170,968 ","1,926,338 ",0 ,0 ,"2,933,041 ",0 ,0 ,"(124,984)","13,994,913 ","638,111 ","15,269,272 ",0 ,"233,579 ",0 ,0 ,0 ,0 ,"892,696 ","14,931,434 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106334018,MENIFEE VALLEY MEDICAL CENTER,20191,01/01/2019,03/31/2019,Open,Riverside,12 - Inland Counties,1109,District,Comparable,,951-679-8888,28400 MCCALL BOULEVARD,SUN CITY,92585,DAN MCLAUGHLIN,84 ,84 ,84 ,142 ,260 ,161 ,269 ,0 ,0 ,31 ,37 ,0 ,5 ,905 ,0 ,635 ,"1,069 ",914 ,"1,236 ",0 ,0 ,134 ,143 ,0 ,20 ,"4,151 ",0 ,492 ,"1,008 ",628 ,"2,215 ",0 ,0 ,229 ,470 ,0 ,314 ,"5,356 ","8,052,062 ","14,936,859 ","5,143,947 ","10,616,479 ",0 ,0 ,"1,332,388 ","2,654,371 ",0 ,"224,668 ","42,960,774 ","2,182,925 ","5,212,664 ","1,858,102 ","6,705,949 ",0 ,0 ,"1,045,305 ","2,643,329 ",0 ,"698,956 ","20,347,230 ","765,153 ","8,478,914 ","16,692,358 ","5,800,669 ","14,350,324 ",0 ,0 ,0 ,"1,969,739 ","4,388,745 ",0 ,0 ,0 ,0 ,0 ,0 ,"52,445,902 ",0 ,0 ,0 ,0 ,0 ,"1,756,073 ","3,457,164 ","1,201,380 ","2,972,104 ",0 ,0 ,"407,954 ","908,956 ",0 ,"158,471 ","10,862,102 ","2,618 ","11,823,257 ","356,754 ",0 ,0 ,0 ,0 ,0 ,"140,674 ","3,766,768 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106414018,MENLO PARK SURGICAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,San Mateo,04 - West Bay,0428,Investor - Corp.,Comparable,,650-324-8500,570 WILLOW ROAD,MENLO PARK,94025,JANET A. WAGNER,16 ,16 ,2 ,13 ,2 ,0 ,0 ,0 ,0 ,1 ,25 ,0 ,0 ,41 ,0 ,13 ,2 ,0 ,0 ,0 ,0 ,1 ,41 ,0 ,0 ,57 ,0 ,179 ,33 ,0 ,4 ,0 ,0 ,6 ,328 ,0 ,8 ,558 ,"784,295 ","105,228 ",0 ,0 ,0 ,0 ,"82,543 ","1,974,064 ",0 ,0 ,"2,946,130 ","2,159,379 ","310,135 ",0 ,"73,295 ",0 ,0 ,"117,132 ","5,450,338 ",0 ,"378,349 ","8,488,628 ","6,214 ","2,005,529 ","326,607 ",0 ,"71,244 ",0 ,0 ,0 ,"120,071 ","3,682,512 ",0 ,0 ,0 ,0 ,0 ,"284,123 ","6,496,300 ",0 ,0 ,0 ,0 ,0 ,"935,268 ","88,756 ",0 ,"2,051 ",0 ,0 ,"78,912 ","3,740,433 ",0 ,"93,038 ","4,938,458 ","287,742 ","3,592,128 ",0 ,"32,167 ",0 ,0 ,0 ,0 ,"289,356 ","7,566,220 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106340947,MERCY GENERAL HOSPITAL,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Church,Comparable,,916-453-4545,4001 J STREET,SACRAMENTO,95819,EDMUNDO CASTANEDA,432 ,394 ,394 ,"1,097 ",736 ,198 ,829 ,0 ,0 ,51 ,744 ,13 ,115 ,"3,783 ",0 ,"5,193 ","3,513 ",957 ,"3,474 ",0 ,0 ,255 ,"3,235 ",66 ,566 ,"17,259 ",0 ,"5,387 ","3,369 ","1,083 ","6,479 ",0 ,0 ,446 ,"8,371 ",117 ,516 ,"25,768 ","160,346,227 ","134,609,283 ","21,280,406 ","86,576,792 ",0 ,0 ,"8,008,938 ","121,316,888 ","1,543,703 ","13,295,506 ","546,977,743 ","71,000,696 ","32,231,191 ","6,924,122 ","45,117,573 ",0 ,0 ,"4,096,071 ","69,400,371 ","1,055,270 ","2,372,624 ","232,197,918 ","5,507,663 ","196,650,207 ","138,778,172 ","23,119,999 ","106,037,631 ",0 ,0 ,0 ,"9,892,417 ","142,620,491 ",0 ,"3,275,103 ",0 ,0 ,0 ,"12,208,102 ","638,089,785 ","2,732,062 ",0 ,0 ,"19,024,112 ","21,756,174 ","33,646,437 ","30,159,433 ","4,357,978 ","24,876,430 ",0 ,0 ,"2,153,871 ","65,139,493 ",0 ,"2,508,408 ","162,842,050 ","2,276,103 ","148,834,255 ",0 ,"5,555,725 ",0 ,0 ,0 ,0 ,"3,621,629 ","253,419,666 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106150761,MERCY HOSPITAL - BAKERSFIELD,20191,01/01/2019,03/31/2019,Open,Kern,09 - Central,0617,Non Profit Corp.,Comparable,,661-632-5000,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,BRUCE PETERS,222 ,218 ,135 ,649 ,277 ,230 ,749 ,0 ,0 ,64 ,909 ,9 ,110 ,"2,997 ",0 ,"2,864 ","1,152 ",891 ,"2,631 ",0 ,0 ,243 ,"2,975 ",29 ,369 ,"11,154 ",0 ,"5,634 ","2,726 ","3,268 ","12,114 ",7 ,0 ,"1,557 ","7,069 ",372 ,"1,234 ","33,981 ","52,192,595 ","22,946,452 ","17,040,140 ","44,459,175 ",0 ,0 ,"4,273,222 ","47,715,275 ","525,165 ","6,696,029 ","195,848,053 ","28,090,103 ","13,441,538 ","10,845,636 ","54,697,445 ","32,068 ",0 ,"5,752,783 ","39,293,953 ","1,207,089 ","4,029,997 ","157,390,612 ","3,705,138 ","66,896,581 ","32,216,889 ","22,586,542 ","83,291,835 ",0 ,105 ,0 ,"7,316,525 ","53,522,058 ",0 ,"1,989,151 ",0 ,0 ,0 ,"8,619,748 ","280,144,572 ","4,129,222 ",0 ,0 ,"6,056,013 ","10,185,235 ","12,911,388 ","8,240,297 ","4,509,329 ","15,771,097 ","31,998 ",0 ,"2,664,107 ","38,325,757 ",0 ,"825,355 ","83,279,328 ","512,400 ","83,293,441 ",0 ,"6,043,716 ",0 ,0 ,0 ,0 ,"3,426,828 ","79,765,705 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106344029,MERCY HOSPITAL - FOLSOM,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0309,Church,Comparable,,916-983-7500,1650 CREEKSIDE DRIVE,FOLSOM,95630,EDMUNDO CASTANEDA,106 ,106 ,106 ,623 ,289 ,81 ,218 ,0 ,0 ,21 ,463 ,3 ,53 ,"1,751 ",0 ,"2,560 ","1,274 ",315 ,940 ,0 ,0 ,74 ,"1,393 ",11 ,201 ,"6,768 ",0 ,"2,385 ",900 ,880 ,"3,998 ",0 ,0 ,377 ,"5,667 ",149 ,293 ,"14,649 ","55,753,654 ","29,468,099 ","5,431,494 ","20,209,208 ",0 ,0 ,"1,160,900 ","33,562,089 ","245,345 ","4,521,037 ","150,351,826 ","27,945,845 ","11,689,203 ","6,189,588 ","28,198,976 ",0 ,0 ,"3,647,644 ","46,151,290 ","1,296,399 ","2,039,421 ","127,158,366 ","4,667,387 ","72,945,970 ","36,496,218 ","10,004,582 ","41,548,975 ",0 ,0 ,0 ,"3,935,096 ","46,455,664 ",0 ,"2,313,107 ",0 ,0 ,0 ,"3,767,577 ","222,134,576 ","1,213,612 ",0 ,0 ,"8,310,540 ","9,524,152 ","10,420,455 ","5,785,775 ","1,121,836 ","6,577,651 ",0 ,0 ,"830,062 ","39,921,502 ",0 ,"242,487 ","64,899,768 ","264,079 ","51,733,566 ",0 ,"15,485,607 ",0 ,0 ,0 ,0 ,"1,319,331 ","46,617,689 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106340950,MERCY HOSPITAL - SAN JUAN ,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0309,Non Profit Corp.,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,370 ,370 ,370 ,"1,501 ",680 ,424 ,"1,345 ",3 ,0 ,130 ,815 ,16 ,204 ,"5,118 ",0 ,"7,586 ","3,403 ","3,296 ","5,239 ",8 ,0 ,597 ,"3,462 ",70 ,895 ,"24,556 ",0 ,"8,965 ","6,162 ","2,381 ","10,307 ",0 ,0 ,945 ,"6,859 ",364 ,444 ,"36,427 ","183,021,574 ","86,121,640 ","56,672,394 ","116,235,551 ","571,240 ",0 ,"13,041,698 ","101,227,043 ","1,616,084 ","20,745,352 ","579,252,576 ","70,874,217 ","29,318,049 ","15,157,591 ","63,742,335 ",0 ,0 ,"3,909,167 ","69,505,818 ","2,580,008 ","3,155,724 ","258,242,909 ","14,746,743 ","212,627,427 ","100,120,484 ","57,620,812 ","140,767,389 ","(1,462,383)","569,675 ",0 ,"13,291,836 ","119,820,362 ",0 ,"5,699,068 ",0 ,0 ,0 ,"17,153,043 ","680,954,456 ","3,226,643 ",0 ,0 ,"16,830,104 ","20,056,747 ","39,393,718 ","17,705,532 ","13,887,133 ","36,334,960 ","1,565 ",0 ,"3,473,473 ","63,453,392 ",0 ,"2,348,003 ","176,597,776 ","1,168,344 ","171,138,319 ",0 ,"2,397,238 ",0 ,0 ,0 ,0 ,"5,151,694 ","149,291,220 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106240942,MERCY MEDICAL CENTER - MERCED,20191,01/01/2019,03/31/2019,Open,Merced,06 - North San Joaquin,0515,Non Profit Corp.,Comparable,,209-564-5000,333  MERCY AVENUE,MERCED,95340,DAVID DUNHAM,186 ,186 ,131 ,"1,141 ",138 ,197 ,961 ,0 ,0 ,25 ,441 ,8 ,69 ,"2,980 ",0 ,"5,487 ",689 ,642 ,"3,181 ",0 ,0 ,109 ,"1,359 ",31 ,280 ,"11,778 ",0 ,"7,800 ",569 ,"1,329 ","12,357 ",0 ,0 ,949 ,"3,102 ",274 ,"2,005 ","28,385 ","102,910,237 ","13,535,727 ","12,383,848 ","59,225,587 ",0 ,0 ,"2,142,695 ","25,594,540 ","610,145 ","5,583,056 ","221,985,835 ","38,280,263 ","4,372,936 ","8,094,016 ","59,405,543 ",0 ,0 ,"3,652,016 ","23,598,542 ","1,368,787 ","3,114,953 ","141,887,056 ","3,576,403 ","120,526,262 ","15,527,211 ","3,170,126 ","100,744,433 ","(1,316,610)",0 ,0 ,"4,188,967 ","23,304,240 ",0 ,"5,524,716 ",0 ,0 ,0 ,"6,621,892 ","281,867,640 ",0 ,0 ,0 ,0 ,0 ,"19,835,222 ","2,317,212 ","5,035,121 ","27,106,378 ",0 ,0 ,"1,378,287 ","24,816,401 ",0 ,"1,516,630 ","82,005,251 ","829,888 ","73,350,828 ",0 ,"(154,532)",0 ,0 ,0 ,0 ,"954,948 ","182,809,803 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106470871,MERCY MEDICAL CENTER - MT. SHASTA,20191,01/01/2019,03/31/2019,Open,Siskiyou,01 - Northern California,0205,Non Profit Other,Comparable,Rural,530-225-6000,914 PINE STREET,MOUNT SHASTA,96067,KENNETH PLATOU,33 ,25 ,25 ,149 ,3 ,13 ,60 ,0 ,0 ,11 ,33 ,1 ,4 ,274 ,0 ,556 ,13 ,33 ,170 ,0 ,0 ,43 ,64 ,1 ,11 ,891 ,0 ,"6,007 ",102 ,342 ,"3,890 ",0 ,0 ,421 ,"3,085 ",68 ,321 ,"14,236 ","7,912,405 ","180,578 ","232,303 ","2,318,262 ",0 ,0 ,"637,063 ","1,113,335 ","28,873 ","484,925 ","12,907,744 ","10,812,632 ","261,907 ","554,777 ","5,216,894 ",0 ,0 ,"1,268,740 ","3,832,946 ","106,687 ","399,954 ","22,454,537 ","700,834 ","12,201,769 ","305,108 ","418,566 ","4,834,686 ",0 ,0 ,0 ,"623,188 ","802,563 ",0 ,"360,880 ",0 ,0 ,0 ,"721,292 ","20,968,886 ",0 ,"64,394 ",0 ,0 ,"64,394 ","6,239,775 ","96,503 ","179,196 ","2,679,982 ",0 ,0 ,"1,227,174 ","3,837,672 ",0 ,"197,487 ","14,457,789 ","109,333 ","14,922,754 ",0 ,"524,670 ",0 ,0 ,0 ,0 ,"3,108,934 ","20,428,458 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106450949,MERCY MEDICAL CENTER - REDDING,20191,01/01/2019,03/31/2019,Open,Shasta,01 - Northern California,0209,Church,Comparable,,530-225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267 ,267 ,267 ,"1,748 ",48 ,157 ,811 ,0 ,0 ,129 ,574 ,2 ,40 ,"3,509 ",0 ,"8,424 ",328 ,863 ,"3,845 ",0 ,0 ,674 ,"1,960 ",11 ,160 ,"16,265 ",0 ,"23,129 ",438 ,"1,910 ","10,242 ",0 ,0 ,"2,082 ","6,717 ",119 ,"1,873 ","46,510 ","158,338,488 ","4,716,842 ","13,427,517 ","60,644,995 ",0 ,0 ,"14,044,673 ","37,461,788 ","321,486 ","2,153,720 ","291,109,509 ","89,574,371 ","2,088,130 ","6,799,903 ","42,066,607 ",0 ,0 ,"10,905,855 ","35,210,830 ","483,862 ","2,481,048 ","189,610,606 ","6,573,736 ","202,316,508 ","5,663,901 ","14,891,267 ","73,584,094 ",0 ,0 ,0 ,"18,800,471 ","31,852,809 ",0 ,"2,019,249 ",0 ,0 ,0 ,"2,887,717 ","358,589,752 ",0 ,"79,201 ",0 ,0 ,"79,201 ","44,112,556 ","1,051,084 ","3,904,823 ","28,710,599 ",0 ,0 ,"5,541,643 ","38,400,344 ",0 ,"488,515 ","122,209,564 ","835,245 ","115,250,951 ",0 ,"32,273,688 ",0 ,0 ,0 ,0 ,"4,819,851 ","94,497,403 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106013687,MERRITT PERALTA INSTITUTE CDRH,20191,01/01/2019,03/31/2019,Open,Alameda,05 - East Bay,0417,Non Profit Corp.,Comparable,,510-869-8802,3012 SUMMIT STREET,OAKLAND,94609,GERALD KOZAI,24 ,24 ,24 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,111 ,3 ,2 ,120 ,0 ,3 ,22 ,0 ,0 ,0 ,0 ,3 ,"1,819 ",50 ,47 ,"1,944 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,759 ,0 ,12 ,771 ,"1,103 ","39,921 ",0 ,0 ,0 ,0 ,"9,601 ","3,894,775 ","106,838 ","94,952 ","4,147,190 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,064,549 ",0 ,"17,267 ","1,081,816 ",0 ,"1,103 ","37,171 ",0 ,0 ,0 ,0 ,0 ,"9,601 ","816,284 ",0 ,"106,838 ",0 ,0 ,0 ,0 ,"970,997 ",0 ,0 ,0 ,0 ,0 ,0 ,"2,750 ",0 ,0 ,0 ,0 ,0 ,"4,143,040 ",0 ,"112,219 ","4,258,009 ",300 ,"928,967 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106340951,METHODIST HOSPITAL - SACRAMENTO,20191,01/01/2019,03/31/2019,Open,Sacramento,02 - Golden Empire,0311,Non Profit Corp.,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,329 ,329 ,329 ,630 ,312 ,224 ,868 ,0 ,0 ,30 ,298 ,9 ,176 ,"2,547 ",0 ,"3,361 ","1,803 ","12,007 ","3,357 ",0 ,0 ,78 ,"1,124 ",41 ,769 ,"22,540 ",0 ,"3,501 ","1,454 ","1,815 ","10,999 ",0 ,0 ,415 ,"4,383 ",351 ,195 ,"23,113 ","58,402,336 ","26,627,168 ","34,560,780 ","66,291,759 ",0 ,0 ,"2,551,148 ","22,526,393 ","793,529 ","14,917,490 ","226,670,603 ","24,820,849 ","11,157,301 ","10,962,600 ","60,850,922 ",0 ,0 ,"4,183,768 ","22,201,460 ","2,097,177 ","1,806,699 ","138,080,776 ","4,090,702 ","69,956,818 ","33,153,499 ","33,802,701 ","103,602,199 ","(1,187,700)",0 ,0 ,"5,194,157 ","30,000,893 ",0 ,"3,705,509 ",0 ,0 ,0 ,"13,143,947 ","295,462,725 ","885,738 ",0 ,0 ,"5,918,543 ","6,804,281 ","12,761,285 ","5,275,429 ","12,271,341 ","22,571,725 ",0 ,0 ,"1,507,646 ","19,542,872 ",0 ,"2,162,637 ","76,092,935 ","604,984 ","77,561,777 ",0 ,"311,535 ",0 ,0 ,0 ,0 ,"1,466,866 ","108,553,492 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106190529,METHODIST HOSPITAL - SOUTHERN CALIFORNIA,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0913,Non Profit Corp.,Comparable,,626-898-8000,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DAN AUSMAN,348 ,293 ,293 ,"1,572 ",732 ,179 ,375 ,0 ,0 ,63 ,841 ,6 ,107 ,"3,875 ",0 ,"9,836 ","3,154 ","1,087 ","1,853 ",0 ,0 ,208 ,"3,493 ",29 ,348 ,"20,008 ",0 ,"3,251 ","2,663 ","1,203 ","4,828 ",0 ,0 ,382 ,"5,823 ",42 ,695 ,"18,887 ","166,078,137 ","65,337,523 ","18,981,139 ","35,116,351 ",0 ,0 ,"4,967,430 ","59,555,665 ","801,430 ","3,684,060 ","354,521,735 ","24,560,185 ","23,289,043 ","5,528,044 ","20,613,067 ",0 ,0 ,"1,323,754 ","34,486,850 ","389,299 ","3,350,825 ","113,541,067 ","1,412,622 ","157,463,887 ","74,984,532 ","22,044,622 ","50,415,286 ",0 ,0 ,0 ,"5,336,681 ","75,610,718 ",0 ,"1,190,729 ",0 ,0 ,0 ,"6,224,570 ","394,683,647 ",0 ,0 ,0 ,0 ,0 ,"32,030,605 ","12,755,767 ","2,342,015 ","5,258,402 ",0 ,0 ,"891,592 ","17,491,372 ",0 ,"2,609,402 ","73,379,155 ","1,015,915 ","70,661,054 ",0 ,"11,221,707 ",0 ,0 ,0 ,0 ,"2,590,540 ","233,884,038 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,688,956 ",0 ,0 
106190958,METROPOLITAN STATE HOSPITAL,20191,01/01/2019,03/31/2019,Open,Los Angeles,11 - Los Angeles,0921,State,State Hospitals,,562-863-7011,11401 BLOOMFIELD AVENUE,NORWALK,90650,WILLIAM SILVA,"1,106 ",826 ,826 ,31 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,149 ,185 ,0 ,"24,474 ",0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,"46,095 ","70,589 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"17,788,025 ",0 ,0 ,0 ,0 ,0 ,"14,607 ",0 ,0 ,"33,502,955 ","51,305,587 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,292 ","6,386 ",0 ,0 ,0 ,0 ,0 ,"17,787,931 ",0 ,0 ,0 ,0 ,0 ,"14,607 ",0 ,0 ,"33,496,663 ","51,299,201 ",0 ,"57,790,450 ",0 ,"6,491,249 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
